328,Piney Woods Access,32.41789,-86.22408,2088.0,2.0,4.0,0,1,34,2
329,Piney Woods Loop,32.41399,-86.21953,1846.0,4.0,7.0,0,1,41,2
330,Pleasant Hill Trail,32.47875,-85.61836,20592.0,432.0,460.0,0,32,8,2
331,Power Trip,33.64109,-85.84894,2508.0,106.0,126.0,0,5,54,1
332,Powerline Loop,34.81458,-87.69291,2375.0,75.0,77.0,0,5,42,2
333,Powerline North,34.70943,-86.6444,1371.0,39.0,3.0,0,1,42,2
334,Powerline South,34.7096,-86.65279,2418.0,8.0,40.0,0,2,45,2
335,Project X,32.54518,-85.48799,1424.0,33.0,61.0,0,4,47,3
336,Quarry Road Trail,33.30982,-86.76792,5207.0,361.0,13.0,0,14,8,2
337,Quartz Course,32.62759,-86.25439,10560.0,224.0,249.0,0,16,56,2
338,Radio Gaga,33.64109,-85.84894,1818.0,6.0,14.0,0,3,38,1
339,Railroad Bed Trail,34.74342,-86.54179,8976.0,116.0,319.0,0,17,27,3
340,Ranger,34.59103,-86.52023,4042.0,292.0,190.0,0,39,40,3
341,Ranger Loop,34.80534,-87.69702,3463.0,162.0,106.0,0,8,4,2
342,Rattlesnake Ridge,33.32792,-86.76101,12143.999999999998,108.0,127.0,0,20,57,2
343,Reaper,34.68489,-86.64985,2689.0,13.0,10.0,0,5,25,2
344,Red Horse (North) #523,33.79106,-85.58313,11088.0,216.0,327.0,0,20,21,2
345,Red Horse (South) #523,33.78837,-85.60338,5808.000000000001,244.0,99.0,0,23,35,2
346,Red Rock,30.69397,-88.20031,11088.0,292.0,273.0,0,9,34,2
347,Redbull,31.33361,-85.72711,6336.0,75.0,40.0,0,13,39,2
348,Redding Trail,33.44846,-86.87169,6336.0,114.0,222.0,0,4,28,1
349,Redstone Arsenal Greenway,34.65061,-86.65453,36960.0,201.0,157.0,0,33,1,1
350,Reflection,33.18737,-87.01904,7391.999999999999,191.0,262.0,0,13,39,2
351,Retreat,33.69958,-85.79625,6336.0,221.0,397.0,0,6,5,1
352,Reveille,33.70808,-85.79678,5209.0,343.0,179.0,0,8,26,1
353,Ridge Creek Connector #5,33.3305,-86.86795,1460.0,32.0,29.0,0,3,49,2
354,Ridge Loop 63A,33.19529,-86.1922,5190.0,122.0,123.0,0,7,13,2
355,Ridge Trail,33.3099,-87.67142,17424.0,457.0,446.0,0,28,48,1
356,Rock Bottom,32.55377,-85.46857,16368.0,182.0,202.0,0,31,29,2
357,Rock Garden Trail,34.70849,-86.42756,8448.0,107.0,350.0,0,15,29,3
358,Rock Slot,33.6228,-85.88574,3392.0,237.0,58.0,0,11,28,2
359,Rock Wall,34.81456,-86.59488,3917.0,102.0,6.0,0,9,59,2
360,Rock-n-Roll,34.70608,-86.43145,2572.0,7.0,169.0,0,5,1,4
361,Rocky,33.64495,-85.85105,2480.0,53.0,46.0,0,4,23,1
362,Rocky Nightmare,34.73032,-86.50762,3999.0,18.0,54.0,0,9,22,3
363,Roller Coaster,32.41583,-86.22697,909.0,6.0,6.0,0,0,51,2
364,Rollercoaster #3,34.81136,-87.69575,1654.0,80.0,81.0,0,2,47,3
365,Rooster Ridge,34.03723,-86.03711,4761.0,208.0,243.0,0,10,4,1
366,Rust Bucket,33.19731,-87.00858,10032.0,211.0,363.0,0,14,11,2
367,S.A.M.'s Creekside Trail,31.21356,-85.44105,4511.0,22.0,25.0,0,5,11,1
368,Sammy Hardin Loop,34.82212,-87.31565,4081.0,12.0,18.0,0,5,1,1
369,Saturn,34.67067,-86.64879,6336.0,35.0,41.0,0,10,54,2
370,School's Out,31.33979,-85.71566,3614.0,22.0,79.0,0,3,52,2
371,Seven Bridges,33.32887,-86.75133,7920.0,101.0,110.0,0,14,18,2
372,Shakedown Street,32.62771,-86.24554,7920.0,137.0,137.0,0,8,14,1
373,Shay's Run,30.73289,-87.91406,7391.999999999999,186.0,233.0,0,15,28,2
374,Shell Toomer Parkway,32.55467,-85.48144,7920.0,84.0,66.0,0,11,23,1
375,Sherwood Forest,34.71064,-86.63783,2772.0,18.0,38.0,0,4,17,2
376,Shoal 'Nuff,33.18128,-87.01703,3271.0,85.0,97.0,0,4,40,2
377,Shovelton,34.8157,-86.60613,3409.0,54.0,3.0,0,9,16,2
378,Sidewinder,34.70689,-86.42026,1732.0,16.0,39.0,0,3,6,1
379,Siege Line Trail,30.7467,-87.90722,2260.0,41.0,40.0,0,5,31,2
380,Sinks,34.74404,-86.50828,7920.0,340.0,388.0,0,16,26,3
381,Sister,33.26905,-87.53418,1375.0,31.0,36.0,0,1,56,2
382,Skirmish Line Trail,30.74313,-87.91234,1086.0,3.0,42.0,0,1,56,2
383,Slingshot,33.33949,-86.73202,15312.0,396.0,445.0,0,30,19,2
384,Smokerise Trail,34.65042,-86.53097,7391.999999999999,412.0,134.0,0,27,28,3
385,Smythe Trail,33.45028,-86.86969,2436.0,44.0,154.0,0,4,10,2
386,Sokal Main Trail,33.26601,-87.53466,8976.0,126.0,168.0,0,18,59,2
387,Songo Trail,33.4429,-86.8781,959.0,36.0,24.0,0,2,38,1
388,South Loop,33.21428,-87.45676,5808.000000000001,76.0,77.0,0,8,53,2
389,South Plateau Loop,34.743,-86.50828,17424.0,177.0,177.0,0,18,53,2
390,South Trail,30.78151,-88.09736,16368.0,21.0,18.0,0,2,38,3
391,Sportsman Lake Trail,34.19221,-86.85958,5808.000000000001,18.0,20.0,0,11,19,1
392,Spring Gap Trail,33.4499,-86.87021,3297.0,58.0,143.0,0,2,51,2
393,Squirrels Nest Trail,30.73717,-87.92423,2388.0,48.0,46.0,0,6,24,2
394,Stagecoach Plateau - East,31.21612,-85.45651,3739.0,114.0,120.0,0,6,46,1
395,Stagecoach Plateau - West,31.21182,-85.4568,2594.0,68.0,91.0,0,2,31,1
396,Stebbin's Trail,30.73154,-87.90789,1549.0,3.0,40.0,0,1,28,1
397,Stinger,34.68734,-86.65049,3261.0,13.0,21.0,0,4,42,1
398,Stone Cuts Trail,34.74541,-86.503,4098.0,208.0,142.0,0,11,43,3
399,Stonefly Trail,34.59376,-86.52063,2142.0,24.0,71.0,0,5,13,2
400,Storm Loop Trail,33.31119,-87.68231,6864.0,193.0,200.0,0,12,32,2
401,Storyteller,33.3366,-86.72033,3058.0,8.0,464.0,0,27,19,4
402,Straight UP! #1,34.80637,-87.69917,4078.0,124.0,4.0,0,7,30,2
403,Sublett Circle,34.70691,-86.42511,1611.0,25.0,33.0,0,3,53,2
404,Sugar Tree Trail,34.64662,-86.5311,7920.0,629.0,82.0,0,33,15,3
405,Sunset Hill,33.69999,-85.79874,4508.0,81.0,68.0,0,7,35,1
406,Sweet Shrub Trail,32.55672,-85.4705,2008.0,18.0,3.0,0,2,39,2
407,Switchback Ridge,31.327725,-85.720838,1165.0,41.0,72.0,0,4,39,2
408,T T T,30.69418,-88.20197,8448.0,31.0,40.0,0,10,28,1
409,Talladega,33.62416,-85.88607,7920.0,283.0,203.0,0,22,50,2
410,Tashka Trail,33.28651,-87.68478,41712.0,1271.0,1183.0,1,27,22,2
411,Taylor Mountain,34.38866,-86.19228,8448.0,145.0,404.0,0,11,42,3
412,TCI Connector,33.45385,-86.86454,3300.0,68.0,142.0,0,4,7,1
413,Terrell,34.38508,-86.2062,7920.0,279.0,208.0,0,14,7,3
414,Terry Trail,34.77285,-86.55032,5808.000000000001,227.0,46.0,0,7,3,2
415,The Bottoms Long,30.69672,-88.20038,3202.0,23.0,27.0,0,4,2,2
416,The Chimneys,33.3497,-86.72964,4216.0,165.0,56.0,0,9,23,2
417,The Cockpit Trail,34.7098,-86.64281,5808.000000000001,32.0,28.0,0,7,27,1
418,The Colonel,31.4789,-85.63656,4692.0,76.0,120.0,0,5,29,2
419,The Dam Trail,33.24489,-87.06273,8976.0,303.0,300.0,0,25,7,3
420,The Dummy Line Trail,34.74967,-86.53452,6864.0,3.0,299.0,0,10,20,3
421,The Pip,33.62572,-85.88391,6864.0,262.0,428.0,0,36,7,3
422,The Rock Gym,32.54946,-85.47872,736.0,46.0,46.0,0,3,46,3
423,The Zipper,32.63065,-86.25075,562.0,3.0,73.0,0,0,48,2
424,Thunder,33.32894,-86.73357,7920.0,33.0,388.0,0,17,16,3
425,Tiger Woods,32.55449,-85.46672,5808.000000000001,129.0,168.0,0,10,36,2
426,Tiger Woods Extension,32.55428,-85.46457,1066.0,6.0,38.0,0,2,17,3
427,To Yahou,33.69635,-85.80134,6336.0,144.0,113.0,0,9,59,2
428,To Yahou 2,33.69579,-85.79692,9504.0,286.0,247.0,0,21,11,2
429,TOLAcoaster,32.62896,-86.24674,14256.000000000002,313.0,352.0,0,13,32,2
430,Tollgate Trail,34.74059,-86.55392,9504.0,676.0,24.0,0,7,57,3
431,Tollgate Trail,34.74967,-86.53452,831.0,16.0,8.0,0,1,8,2
432,Tom Bevill,34.37971,-86.21469,17424.0,406.0,407.0,0,23,49,2
433,Tornado Loop Trail,33.30992,-87.682,10560.0,422.0,423.0,0,21,8,2
434,Tortoise,33.64382,-85.85574,14256.000000000002,924.0,380.0,0,25,9,1
435,Tri-County Marker Trail,33.24582,-87.0676,3184.0,87.0,123.0,0,4,38,2
436,Trillium,33.62923,-85.87403,3804.0,76.0,169.0,0,3,53,2
437,Troll,33.26836,-87.53181,3376.0,41.0,48.0,0,4,54,2
438,Troll Holly Connector,33.26338,-87.52963,1214.0,18.0,17.0,0,3,15,2
439,Troy State University Dothan Trails,31.27992,-85.46924,23232.000000000004,588.0,589.0,0,39,43,2
440,Trussville Sports Complex Loop,33.63713,-86.59742,21120.0,602.0,601.0,0,37,28,2
441,Turtleback Ridge,33.18965,-87.00137,3555.0,116.0,26.0,0,8,9,2
442,Two Mountain Trail,34.70339,-86.42105,7920.0,176.0,192.0,0,5,13,2
443,Up or Down?,32.62792,-86.24565,6864.0,228.0,229.0,0,17,34,2
444,Upper Creek,33.26059,-87.52894,1007.0,18.0,17.0,0,1,50,2
445,Upper Mama Bear,33.61429,-85.90493,3623.0,100.0,115.0,0,6,3,1
446,Upper Papa Bear,33.61975,-85.90093,3517.0,108.0,163.0,0,4,51,1
447,Upper Psycho,33.26426,-87.53236,2126.0,10.0,19.0,0,2,26,2
448,Upper Spring,33.488,-85.8109,6336.0,150.0,129.0,0,21,5,1
449,Upper Tucker,34.71406,-86.43358,2461.0,15.0,46.0,0,4,42,1
450,Varnedoe Trail,34.63607,-86.51188,8976.0,117.0,253.0,0,25,26,3
451,Vizzneyland,34.49474,-85.64297,4877.0,114.0,136.0,0,16,19,2
452,WAC,33.69999,-85.79874,5808.000000000001,71.0,79.0,0,5,45,1
453,Wade Mountain,34.82041,-86.59794,10560.0,492.0,261.0,0,38,38,3
454,Wagon Trail,34.72265,-86.54304,11616.000000000002,196.0,372.0,0,22,1,3
455,Waterfall Loop Trail,34.7146,-86.45965,1184.0,59.0,24.0,0,9,52,2
456,Watering Hole,32.62933,-86.26279,2995.0,59.0,23.0,0,7,29,1
457,Watts Trail,34.74073,-86.55401,2240.0,94.0,102.0,0,4,57,3
458,Weeden Loop East,34.67915,-86.6485,8448.0,112.0,84.0,0,14,36,1
459,Weeden Loop West,34.67707,-86.65465,10032.0,127.0,80.0,0,17,35,2
460,West Bluff Trail,34.649,-86.51675,11088.0,61.0,113.0,0,13,30,3
461,West Plateau Trail,34.59408,-86.51789,1716.0,32.0,44.0,0,3,10,1
462,West Ridge,33.32894,-86.73356,8976.0,49.0,153.0,0,27,39,3
463,Westgate Shared 1,31.23762,-85.44777,2329.0,9.0,9.0,0,3,21,1
464,Whitetail,33.18193,-87.02379,4085.0,158.0,83.0,0,10,18,1
465,Wigleyville,33.69688,-85.7977,2677.0,36.0,47.0,0,5,0,2
466,Wild Flower Trail,34.73796,-86.55305,2361.0,74.0,12.0,0,10,23,3
467,Wild Turkey,33.18753,-87.01834,7920.0,214.0,207.0,0,13,39,2
468,Wild Turkey Connect N,33.19104,-87.00971,689.0,29.0,34.0,0,1,32,2
469,Wild Turkey Connect S,33.19093,-87.01097,472.0,29.0,19.0,0,0,43,2
470,Wild West,33.63557,-86.87215,4715.0,87.0,95.0,0,7,11,3
471,William Arthur Wells CCC Memorial Trail (Chestnut Trail),34.74369,-86.50277,633.0,25.0,13.0,0,1,44,2
472,Wilmore Loop,32.56404,-85.46098,8448.0,419.0,419.0,0,12,47,2
473,Witches Brew,34.03844,-86.03964,3117.0,172.0,16.0,0,7,1,1
474,Without A Paddle,33.19482,-86.9983,2405.0,23.0,98.0,0,3,39,2
475,Yellman's Hollow,31.3305,-85.71791,1158.0,50.0,28.0,0,2,51,2
476,YorkTown,33.69991,-85.79704,2418.0,32.0,31.0,0,3,12,2
477,Young - Kennedy Trail,34.72265,-86.54304,7391.999999999999,78.0,218.0,0,19,14,3
478,Zion Cemetery Ridge - East,31.21671,-85.44755,4291.0,88.0,29.0,0,5,38,1
479,Zion Cemetery Ridge - West,31.21103,-85.4465,4938.0,43.0,94.0,0,6,10,1
